comando,texto
cerrarPuerta,Iniciando cierre de la puerta.
abrirPuerta,Iniciando apertura de la puerta. Procesando.
apagarLuces,Apagando luces del hogar. Por favor.
abrirPuerta,Iniciando apertura de la puerta. Solicitud recibida.
anteriorMelodia,Reproduciendo la melodía anterior. Ejecutando ahora.
siguienteMelodia,Avanzando a la siguiente pista musical. Solicitud recibida.
anteriorMelodia,Reproduciendo la melodía anterior. Solicitud recibida.
cerrarPuerta,Cerrando puerta principal. Procesando.
anteriorMelodia,Retrocediendo a la melodía previa. Procesando.
encenderLuces,Encendiendo luces del hogar. Iniciando proceso.
siguienteMelodia,Avanzando a la siguiente pista musical. Por favor.
siguienteMelodia,Avanzando a la siguiente pista musical. Acción confirmada.
modoSuper,Entrando al modo super. Gracias.
apagarLuces,Las luces han sido apagadas. Acción confirmada.
siguienteMelodia,Avanzando a la siguiente pista musical. Ejecutando ahora.
anteriorMelodia,Reproduciendo la melodía anterior. Procesando.
cerrarPuerta,Cerrando puerta principal. Iniciando proceso.
modoSuper,Activando estado de máximo nivel. Gracias.
apagarLuces,Apagando luces del hogar. Procesando.
siguienteMelodia,Cambiando a la melodía siguiente. Iniciando proceso.
cerrarPuerta,Cerrando puerta principal. Acción confirmada.
siguienteMelodia,Avanzando a la siguiente pista musical.
siguienteMelodia,Cambiando a la melodía siguiente.
anteriorMelodia,Volviendo a la pista anterior. Por favor.
modoSuper,Entrando al modo super. Iniciando proceso.
abrirPuerta,Accionando mecanismo para abrir la puerta. Solicitud recibida.
siguienteMelodia,Reproduciendo la siguiente melodía. Iniciando proceso.
abrirPuerta,Iniciando apertura de la puerta. Ejecutando ahora.
siguienteMelodia,Avanzando a la siguiente pista musical. Ejecutando ahora.
modoNormal,Modo normal activado. Ejecutando ahora.
apagarLuces,Las luces han sido apagadas. Gracias.
encenderLuces,Activando iluminación general. Solicitud recibida.
siguienteMelodia,Avanzando a la siguiente pista musical. Gracias.
encenderLuces,Activando iluminación general. Acción confirmada.
encenderLuces,Las luces han sido encendidas. Ejecutando ahora.
cerrarPuerta,Iniciando cierre de la puerta. Gracias.
siguienteMelodia,Cambiando a la melodía siguiente. Procesando.
encenderLuces,Activando iluminación general. Ejecutando ahora.
siguienteMelodia,Cambiando a la melodía siguiente. Iniciando proceso.
modoNormal,Reestableciendo estado normal del sistema. Por favor.
modoSuper,Modo super activado.
cerrarPuerta,Cerrando puerta principal.
modoSuper,Modo super activado. Gracias.
encenderLuces,Activando iluminación general. Solicitud recibida.
modoNormal,Reestableciendo estado normal del sistema. Solicitud recibida.
apagarLuces,Desactivando iluminación general. Gracias.
apagarLuces,Apagando luces del hogar. Acción confirmada.
cerrarPuerta,Cerrando puerta principal. Acción confirmada.
encenderLuces,Encendiendo luces del hogar.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Acción confirmada.
siguienteMelodia,Avanzando a la siguiente pista musical. Acción confirmada.
modoNormal,Modo normal activado. Procesando.
modoSuper,Modo super activado. Iniciando proceso.
anteriorMelodia,Reproduciendo la melodía anterior. Iniciando proceso.
modoSuper,Activando estado de máximo nivel. Ejecutando ahora.
apagarLuces,Desactivando iluminación general.
siguienteMelodia,Reproduciendo la siguiente melodía. Procesando.
modoSuper,Entrando al modo super. Iniciando proceso.
encenderLuces,Las luces han sido encendidas. Procesando.
abrirPuerta,Abriendo puerta principal. Iniciando proceso.
modoSuper,Modo super activado. Procesando.
siguienteMelodia,Avanzando a la siguiente pista musical.
encenderLuces,Encendiendo luces del hogar. Solicitud recibida.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Por favor.
modoNormal,Regresando al modo estándar.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Acción confirmada.
apagarLuces,Las luces han sido apagadas. Procesando.
encenderLuces,Las luces han sido encendidas. Acción confirmada.
anteriorMelodia,Volviendo a la pista anterior. Solicitud recibida.
encenderLuces,Las luces han sido encendidas. Iniciando proceso.
anteriorMelodia,Retrocediendo a la melodía previa. Por favor.
abrirPuerta,Accionando mecanismo para abrir la puerta. Procesando.
anteriorMelodia,Retrocediendo a la melodía previa.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Ejecutando ahora.
encenderLuces,Encendiendo luces del hogar.
modoNormal,Modo normal activado. Gracias.
siguienteMelodia,Reproduciendo la siguiente melodía. Procesando.
anteriorMelodia,Retrocediendo a la melodía previa. Procesando.
modoSuper,Activando estado de máximo nivel. Solicitud recibida.
encenderLuces,Las luces han sido encendidas.
modoNormal,Reestableciendo estado normal del sistema. Ejecutando ahora.
modoSuper,Activando estado de máximo nivel. Gracias.
modoSuper,Activando estado de máximo nivel. Gracias.
siguienteMelodia,Avanzando a la siguiente pista musical. Acción confirmada.
apagarLuces,Apagando luces del hogar. Solicitud recibida.
abrirPuerta,Iniciando apertura de la puerta. Iniciando proceso.
modoSuper,Entrando al modo super. Procesando.
modoNormal,Modo normal activado. Solicitud recibida.
encenderLuces,Encendiendo luces del hogar.
cerrarPuerta,Accionando mecanismo para cerrar la puerta.
modoSuper,Activando estado de máximo nivel.
encenderLuces,Encendiendo luces del hogar. Procesando.
encenderLuces,Activando iluminación general. Iniciando proceso.
encenderLuces,Encendiendo luces del hogar.
encenderLuces,Activando iluminación general. Solicitud recibida.
modoSuper,Modo super activado. Procesando.
cerrarPuerta,Cerrando puerta principal. Por favor.
abrirPuerta,Abriendo puerta principal. Solicitud recibida.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Iniciando proceso.
encenderLuces,Las luces han sido encendidas. Ejecutando ahora.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Acción confirmada.
modoSuper,Entrando al modo super. Procesando.
encenderLuces,Las luces han sido encendidas.
anteriorMelodia,Reproduciendo la melodía anterior. Procesando.
modoSuper,Modo super activado.
modoNormal,Regresando al modo estándar. Gracias.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Procesando.
cerrarPuerta,Cerrando puerta principal.
siguienteMelodia,Cambiando a la melodía siguiente. Iniciando proceso.
cerrarPuerta,Accionando mecanismo para cerrar la puerta.
abrirPuerta,Abriendo puerta principal.
siguienteMelodia,Avanzando a la siguiente pista musical.
siguienteMelodia,Cambiando a la melodía siguiente. Iniciando proceso.
encenderLuces,Activando iluminación general.
apagarLuces,Apagando luces del hogar. Iniciando proceso.
apagarLuces,Desactivando iluminación general. Por favor.
siguienteMelodia,Reproduciendo la siguiente melodía. Acción confirmada.
apagarLuces,Las luces han sido apagadas. Iniciando proceso.
modoSuper,Modo super activado. Procesando.
apagarLuces,Apagando luces del hogar. Gracias.
modoSuper,Entrando al modo super. Por favor.
encenderLuces,Encendiendo luces del hogar. Iniciando proceso.
siguienteMelodia,Avanzando a la siguiente pista musical. Ejecutando ahora.
modoSuper,Activando estado de máximo nivel.
modoSuper,Activando estado de máximo nivel. Acción confirmada.
modoSuper,Modo super activado. Iniciando proceso.
siguienteMelodia,Cambiando a la melodía siguiente. Ejecutando ahora.
anteriorMelodia,Reproduciendo la melodía anterior. Procesando.
modoNormal,Regresando al modo estándar. Por favor.
abrirPuerta,Accionando mecanismo para abrir la puerta.
cerrarPuerta,Iniciando cierre de la puerta. Gracias.
siguienteMelodia,Cambiando a la melodía siguiente. Iniciando proceso.
apagarLuces,Apagando luces del hogar. Por favor.
siguienteMelodia,Avanzando a la siguiente pista musical. Iniciando proceso.
encenderLuces,Encendiendo luces del hogar. Solicitud recibida.
abrirPuerta,Abriendo puerta principal. Procesando.
modoNormal,Reestableciendo estado normal del sistema. Gracias.
encenderLuces,Las luces han sido encendidas.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Por favor.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Iniciando proceso.
modoNormal,Reestableciendo estado normal del sistema.
modoSuper,Modo super activado.
modoNormal,Modo normal activado. Por favor.
modoSuper,Modo super activado. Gracias.
abrirPuerta,Accionando mecanismo para abrir la puerta. Solicitud recibida.
siguienteMelodia,Reproduciendo la siguiente melodía. Iniciando proceso.
apagarLuces,Apagando luces del hogar. Acción confirmada.
anteriorMelodia,Volviendo a la pista anterior. Acción confirmada.
abrirPuerta,Iniciando apertura de la puerta. Procesando.
encenderLuces,Las luces han sido encendidas. Acción confirmada.
encenderLuces,Las luces han sido encendidas. Solicitud recibida.
modoSuper,Activando estado de máximo nivel. Iniciando proceso.
modoSuper,Activando estado de máximo nivel. Ejecutando ahora.
abrirPuerta,Abriendo puerta principal. Solicitud recibida.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Ejecutando ahora.
encenderLuces,Encendiendo luces del hogar. Solicitud recibida.
apagarLuces,Desactivando iluminación general. Solicitud recibida.
encenderLuces,Las luces han sido encendidas. Iniciando proceso.
abrirPuerta,Abriendo puerta principal. Procesando.
apagarLuces,Apagando luces del hogar. Acción confirmada.
siguienteMelodia,Reproduciendo la siguiente melodía. Iniciando proceso.
anteriorMelodia,Reproduciendo la melodía anterior. Solicitud recibida.
abrirPuerta,Iniciando apertura de la puerta. Por favor.
siguienteMelodia,Cambiando a la melodía siguiente. Acción confirmada.
anteriorMelodia,Retrocediendo a la melodía previa. Por favor.
anteriorMelodia,Retrocediendo a la melodía previa.
modoSuper,Activando estado de máximo nivel. Ejecutando ahora.
apagarLuces,Las luces han sido apagadas.
siguienteMelodia,Avanzando a la siguiente pista musical. Solicitud recibida.
modoSuper,Modo super activado. Gracias.
anteriorMelodia,Reproduciendo la melodía anterior. Acción confirmada.
modoSuper,Activando estado de máximo nivel.
anteriorMelodia,Reproduciendo la melodía anterior. Solicitud recibida.
siguienteMelodia,Avanzando a la siguiente pista musical. Gracias.
cerrarPuerta,Cerrando puerta principal. Iniciando proceso.
modoNormal,Reestableciendo estado normal del sistema. Acción confirmada.
modoSuper,Modo super activado.
abrirPuerta,Accionando mecanismo para abrir la puerta. Solicitud recibida.
siguienteMelodia,Cambiando a la melodía siguiente. Iniciando proceso.
anteriorMelodia,Reproduciendo la melodía anterior. Ejecutando ahora.
abrirPuerta,Accionando mecanismo para abrir la puerta. Ejecutando ahora.
encenderLuces,Encendiendo luces del hogar. Iniciando proceso.
anteriorMelodia,Retrocediendo a la melodía previa. Acción confirmada.
abrirPuerta,Iniciando apertura de la puerta. Procesando.
modoNormal,Regresando al modo estándar. Procesando.
encenderLuces,Encendiendo luces del hogar. Procesando.
modoSuper,Entrando al modo super. Gracias.
siguienteMelodia,Reproduciendo la siguiente melodía. Procesando.
encenderLuces,Activando iluminación general. Procesando.
siguienteMelodia,Cambiando a la melodía siguiente. Gracias.
encenderLuces,Activando iluminación general. Gracias.
cerrarPuerta,Iniciando cierre de la puerta. Solicitud recibida.
apagarLuces,Las luces han sido apagadas. Ejecutando ahora.
apagarLuces,Desactivando iluminación general. Por favor.
siguienteMelodia,Cambiando a la melodía siguiente. Procesando.
apagarLuces,Apagando luces del hogar. Procesando.
abrirPuerta,Abriendo puerta principal. Gracias.
modoSuper,Entrando al modo super. Por favor.
modoSuper,Entrando al modo super. Acción confirmada.
modoSuper,Entrando al modo super. Ejecutando ahora.
abrirPuerta,Iniciando apertura de la puerta.
modoNormal,Regresando al modo estándar. Procesando.
anteriorMelodia,Volviendo a la pista anterior. Procesando.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Iniciando proceso.
modoNormal,Regresando al modo estándar. Iniciando proceso.
modoSuper,Entrando al modo super. Por favor.
modoNormal,Modo normal activado. Por favor.
siguienteMelodia,Reproduciendo la siguiente melodía. Solicitud recibida.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Por favor.
cerrarPuerta,Accionando mecanismo para cerrar la puerta.
anteriorMelodia,Volviendo a la pista anterior. Por favor.
cerrarPuerta,Iniciando cierre de la puerta. Por favor.
modoNormal,Reestableciendo estado normal del sistema.
siguienteMelodia,Avanzando a la siguiente pista musical. Procesando.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Ejecutando ahora.
siguienteMelodia,Cambiando a la melodía siguiente.
modoSuper,Entrando al modo super. Gracias.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Por favor.
encenderLuces,Encendiendo luces del hogar. Por favor.
anteriorMelodia,Volviendo a la pista anterior. Ejecutando ahora.
encenderLuces,Encendiendo luces del hogar. Gracias.
abrirPuerta,Accionando mecanismo para abrir la puerta. Iniciando proceso.
modoSuper,Modo super activado. Ejecutando ahora.
apagarLuces,Las luces han sido apagadas.
cerrarPuerta,Iniciando cierre de la puerta. Ejecutando ahora.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Por favor.
modoNormal,Modo normal activado.
encenderLuces,Las luces han sido encendidas.
modoSuper,Modo super activado. Iniciando proceso.
encenderLuces,Las luces han sido encendidas. Por favor.
siguienteMelodia,Reproduciendo la siguiente melodía. Iniciando proceso.
cerrarPuerta,Iniciando cierre de la puerta. Procesando.
modoNormal,Regresando al modo estándar.
encenderLuces,Activando iluminación general. Gracias.
encenderLuces,Encendiendo luces del hogar. Procesando.
anteriorMelodia,Retrocediendo a la melodía previa. Ejecutando ahora.
siguienteMelodia,Avanzando a la siguiente pista musical. Gracias.
encenderLuces,Encendiendo luces del hogar. Ejecutando ahora.
siguienteMelodia,Avanzando a la siguiente pista musical. Por favor.
siguienteMelodia,Reproduciendo la siguiente melodía. Por favor.
abrirPuerta,Iniciando apertura de la puerta. Iniciando proceso.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Procesando.
abrirPuerta,Iniciando apertura de la puerta. Ejecutando ahora.
siguienteMelodia,Avanzando a la siguiente pista musical. Ejecutando ahora.
apagarLuces,Desactivando iluminación general. Gracias.
modoSuper,Activando estado de máximo nivel.
encenderLuces,Encendiendo luces del hogar. Procesando.
siguienteMelodia,Avanzando a la siguiente pista musical. Procesando.
anteriorMelodia,Retrocediendo a la melodía previa. Ejecutando ahora.
