comando,texto
encenderLuces,Modo luz encendido
apagarLuces,Sistema finalizando luz
abrirPuerta,Puerta despejando acceso
abrirPuerta,Puerta en transición de apertura
abrirPuerta,Apertura del acceso confirmada
modoNormal,Volviendo a circulación normal
anteriorMelodia,Retorno musical habilitado
siguienteMelodia,Lista musical moviéndose adelante
apagarLuces,Iluminacion desactivada
encenderLuces,Luz interior activada
modoNormal,Modo normal en funcionamiento
modoNormal,Operación común activada
anteriorMelodia,Pista anterior ejecutada
anteriorMelodia,Reproduccion anterior establecida
apagarLuces,Desactivando iluminacion general
modoSuper,Potencia aumentada en sistema
modoSuper,Modo super atendido
modoSuper,Modo super sosteniéndose
apagarLuces,Finalizacion de iluminacion
encenderLuces,Luz principal iniciada
siguienteMelodia,Reproducción adelantada
modoNormal,Sistema reintegrado a normalidad
modoNormal,Normalidad recuperada
abrirPuerta,Apertura automática iniciada
apagarLuces,Retiro de luz completado
anteriorMelodia,Secuencia previa activada
anteriorMelodia,Regresando a la melodia previa
anteriorMelodia,Regreso musical ejecutado
abrirPuerta,Mecanismo principal aperturándose
apagarLuces,Apagado interno listo
encenderLuces,Control de luz activado
anteriorMelodia,Direccion musical invertida
encenderLuces,Activando sistema de luces
anteriorMelodia,Tema en retroceso
siguienteMelodia,Canción desplazada hacia adelante
encenderLuces,Iluminacion del hogar lista
modoSuper,Sistema asegurado en super
siguienteMelodia,Continuación musical habilitada
abrirPuerta,Puerta deslizándose
anteriorMelodia,Melodia desplazada hacia atras
modoNormal,Config estándar confirmada
anteriorMelodia,Cancion anterior reproducida
encenderLuces,Luz ambiental habilitada
siguienteMelodia,Movimiento a pista consecutiva
modoNormal,Operación sin modo super
modoNormal,Modo normal en funcionamiento
apagarLuces,Sistema en modo sin luz
modoSuper,Sistema en estado intensivo
apagarLuces,Modo oscuro activado
modoNormal,Modo natural activo
anteriorMelodia,Melodia previa recuperada
apagarLuces,Iluminacion desactivada
siguienteMelodia,Activando melodia sucesora
siguienteMelodia,Reemplazando melodia por siguiente
modoSuper,Sistema entrando en modo super
modoSuper,Sistema elevado a modo super
apagarLuces,Apagado completado
apagarLuces,Sistema en modo sin luz
modoNormal,Retorno completo al modo normal
encenderLuces,Iluminacion activada
modoNormal,Retorno completo al modo normal
encenderLuces,Luz encendida en la vivienda
modoSuper,Control avanzado reforzado
encenderLuces,Luz ambiental habilitada
modoSuper,Modo super sosteniéndose
modoNormal,Estabilidad de régimen recuperada
abrirPuerta,Apertura remota activada
modoNormal,Frecuencia estándar habilitada
siguienteMelodia,Saltando a pista siguiente
encenderLuces,Luces operativas
abrirPuerta,Sistema liberando puerta
apagarLuces,Deshabilitando sistema de luces
modoNormal,Modo básico activo
encenderLuces,Iluminacion interior lista
apagarLuces,Retiro de luz completado
modoSuper,Operación super establecida
modoNormal,Flujo normal operativo
anteriorMelodia,Musica regresada
modoNormal,Modo estándar restablecido
encenderLuces,Encendido de luz interior
siguienteMelodia,Rotación musical adelante
modoSuper,Modo super sosteniéndose
encenderLuces,Inicio de proceso de iluminacion
modoSuper,Control aumentado habilitado
anteriorMelodia,Reinicio de melodia previa
modoSuper,Funcionamiento avanzado activado
siguienteMelodia,Reproducción mejorada adelante
encenderLuces,Iluminacion activada
modoNormal,Modo normal seguro
apagarLuces,Luz desconectada del sistema
anteriorMelodia,Regresando al sonido previo
anteriorMelodia,Regresando al sonido previo
apagarLuces,Iluminacion deshabilitada
siguienteMelodia,Cambio de canción adelante
modoSuper,Modo super procesado
modoSuper,Funcionamiento avanzado activado
siguienteMelodia,Secuencia a tema posterior
modoNormal,Flujo normal operativo
siguienteMelodia,Reemplazando melodia por siguiente
apagarLuces,Ambiente sin iluminacion
siguienteMelodia,Continuación musical habilitada
anteriorMelodia,Regresando pista musical
abrirPuerta,Puerta despejando acceso
abrirPuerta,Acceso automatizado activado
abrirPuerta,Sistema activando apertura
abrirPuerta,Apertura asistida de puerta
apagarLuces,Cese completo de luz
anteriorMelodia,Regresando en lista musical
modoSuper,Modo super completamente activo
apagarLuces,Desactivando puntos de luz
modoNormal,Sistema fuera de modo super
siguienteMelodia,Pista inmediata siguiente activada
modoNormal,Sistema estabilizado
encenderLuces,Encendido de ambiente interno
abrirPuerta,Puerta deslizándose
abrirPuerta,Acceso principal en apertura
modoSuper,Modo super completamente activo
anteriorMelodia,Lista regresando atras
encenderLuces,Intensidad luminosa activada
abrirPuerta,Apertura sin obstrucciones en curso
anteriorMelodia,Musica regresada
modoNormal,Operación común activada
modoSuper,Maximizando niveles operativos
siguienteMelodia,Desplazando a canción siguiente
abrirPuerta,Puerta iniciando apertura
abrirPuerta,Sistema ejecutando apertura remota
abrirPuerta,Comenzando apertura de puerta
siguienteMelodia,Sonido avanzado en lista
encenderLuces,Encendiendo luces disponibles
anteriorMelodia,Reproduccion de pista anterior
modoSuper,Operación super establecida
modoSuper,Sistema devuelto a modo super
modoSuper,Modo de seguridad reforzado
modoNormal,Normalidad recuperada
modoSuper,Reforzando capacidad del sistema
apagarLuces,Desactivacion luminosa ejecutada
siguienteMelodia,Activación de pista siguiente
abrirPuerta,Apertura del acceso confirmada
modoSuper,Protección total habilitada
siguienteMelodia,Reproducción musical progresiva
anteriorMelodia,Regreso musical ejecutado
modoNormal,Sistema reintegrado a normalidad
abrirPuerta,Puerta respondiendo al comando
modoSuper,Operación super establecida
anteriorMelodia,Retroceso de playlist
abrirPuerta,Liberación y apertura de puerta
siguienteMelodia,Reemplazando melodia por siguiente
siguienteMelodia,Sonido siguiente habilitado
apagarLuces,Finalizando proceso de apagado
abrirPuerta,Apertura remota activada
siguienteMelodia,Control de avance musical
modoNormal,Funcionamiento común recuperado
abrirPuerta,Puerta despejando acceso
modoNormal,Restauración del estado inicial
anteriorMelodia,Musica anterior procesada
siguienteMelodia,Cambio musical siguiente procesado
modoSuper,Potencia aumentada en sistema
encenderLuces,Luces encendidas correctamente
siguienteMelodia,Pasando a la próxima canción
abrirPuerta,Puerta principal abriendo
siguienteMelodia,Control de avance musical
modoNormal,Retorno completo al modo normal
apagarLuces,Luz retirada por comando
abrirPuerta,Destraba de puerta ejecutada
abrirPuerta,Apertura automática en progreso
abrirPuerta,Acceso en secuencia de apertura
encenderLuces,Ambiente correctamente iluminado
siguienteMelodia,Pasando a la próxima canción
abrirPuerta,Acceso siendo liberado
abrirPuerta,Acceso principal en apertura
encenderLuces,Encendido general listo
abrirPuerta,Puerta iniciando transición
apagarLuces,Reduccion de iluminacion
encenderLuces,Encendiendo iluminacion interior
modoSuper,Funcionamiento avanzado activado
siguienteMelodia,Ejecutando melodia siguiente
abrirPuerta,Puerta habilitada para abrir
abrirPuerta,Acceso aperturándose
encenderLuces,Puntos de luz activados
encenderLuces,Intensidad luminosa activada
anteriorMelodia,Secuencia musical previa
modoNormal,Sistema en estado regular
modoNormal,Modo básico activo
encenderLuces,Sistema de luz activo
modoNormal,Sistema reintegrado a normalidad
anteriorMelodia,Retroceso musical activado
modoNormal,Operación estándar reestablecida
abrirPuerta,Accediendo apertura del sistema
modoNormal,Sistema en comportamiento básico
siguienteMelodia,Activando pista posterior
siguienteMelodia,Navegación musical siguiente
modoSuper,Activación avanzada iniciada
siguienteMelodia,Cambiando a la siguiente pista
encenderLuces,Luz accesible encendida
modoNormal,Estabilidad de régimen recuperada
anteriorMelodia,Transicion a pista anterior
anteriorMelodia,Secuencia musical previa
apagarLuces,Desactivando iluminacion general
siguienteMelodia,Lista avanzando
modoNormal,Modo cotidiano activado
modoSuper,Operación super estable
apagarLuces,Zona sin iluminacion
anteriorMelodia,Volviendo a la pista inicial
siguienteMelodia,Progreso musical hacia adelante
encenderLuces,Luz principal habilitada
modoSuper,Protección total habilitada
modoSuper,Potencia aumentada en sistema
modoNormal,Sistema regresando a normalidad
siguienteMelodia,Lista musical moviéndose adelante
anteriorMelodia,Reproduccion retrocedida
modoSuper,Modo super sosteniéndose
modoNormal,Sistema estabilizado
siguienteMelodia,Avance de playlist
modoSuper,Modo extremo habilitado
siguienteMelodia,Control musical avanzado
abrirPuerta,Apertura asistida de puerta
siguienteMelodia,Ejecutando tema siguiente
encenderLuces,Modo luz encendido
encenderLuces,Sistema en modo iluminado
modoSuper,Reforzando operación general
modoNormal,Restauración del sistema realizada
anteriorMelodia,Pista anterior activada
anteriorMelodia,Pista anterior ejecutada
apagarLuces,Deshabilitando sistema de luces
modoSuper,Control reforzado habilitado
encenderLuces,Activacion de iluminacion completada
modoNormal,Ejecución en modo estándar
anteriorMelodia,Pista anterior ejecutada
apagarLuces,Desactivacion luminosa ejecutada
encenderLuces,Luz automatizada encendida
anteriorMelodia,Regresando a la melodia previa
siguienteMelodia,Modo secuencia siguiente
anteriorMelodia,Retorno a melodia previa
apagarLuces,Luz deshabilitada correctamente
modoNormal,Restaurando modo normal
apagarLuces,Luces interiores desactivadas
modoSuper,Estado funcional elevado
encenderLuces,Luces encendidas correctamente
abrirPuerta,Apertura del acceso confirmada
modoSuper,Estado funcional elevado
anteriorMelodia,Melodia previa recuperada
anteriorMelodia,Melodia retrocedida correctamente
abrirPuerta,Acceso principal moviéndose
abrirPuerta,Apertura confirmada
modoNormal,Operación normal retomada
anteriorMelodia,Reproduciendo melodia anterior
siguienteMelodia,Reemplazando melodia por siguiente
encenderLuces,Ambiente correctamente iluminado
encenderLuces,Sistema iluminando interiores
modoNormal,Config estándar confirmada
encenderLuces,Encendido general listo
modoNormal,Operación común activada
apagarLuces,Luces principales apagadas
abrirPuerta,Iniciando apertura del acceso
apagarLuces,Desactivando iluminacion general
abrirPuerta,Acceso siendo liberado
siguienteMelodia,Operación siguiente melodia
anteriorMelodia,Retroceso de playlist
abrirPuerta,Desbloqueo y apertura iniciados
anteriorMelodia,Pista anterior ejecutada
modoSuper,Modo super operativo
anteriorMelodia,Reproduciendo melodia anterior
siguienteMelodia,Transición a siguiente melodia
modoNormal,Restaurando modo normal
siguienteMelodia,Desplazando a canción siguiente
modoNormal,Volviendo al estado original
modoNormal,Modo normal establecido
apagarLuces,Ambiente sin iluminacion
modoSuper,Operación super establecida
abrirPuerta,Acceso aperturándose
encenderLuces,Luz interior activada
encenderLuces,Focos encendidos
encenderLuces,Modo luz encendido
anteriorMelodia,Reproduccion anterior establecida
modoNormal,Sistema regresando a normalidad
anteriorMelodia,Regresando al sonido previo
apagarLuces,Luz apagada en el hogar
encenderLuces,Iluminacion base encendida
apagarLuces,Corte de luz interno
modoSuper,Seguridad al máximo nivel
modoNormal,Sistema en condiciones estándar
apagarLuces,Apagando iluminacion interior
modoNormal,Frecuencia estándar habilitada
modoNormal,Volviendo al estado original
modoSuper,Modo super sosteniéndose
siguienteMelodia,Control de avance musical
siguienteMelodia,Progreso musical hacia adelante
abrirPuerta,Apertura remota activada
modoNormal,Modo estable activado
siguienteMelodia,Secuencia musical siguiente
anteriorMelodia,Retrocediendo a pista anterior
modoSuper,Operación ampliada iniciada
encenderLuces,Luces activadas satisfactoriamente
encenderLuces,Iluminando area del hogar
abrirPuerta,Destraba de puerta ejecutada
encenderLuces,Luz en funcionamiento
apagarLuces,Oscureciendo ambiente
modoSuper,Modo super habilitado
anteriorMelodia,Musica anterior procesada
modoNormal,Revirtiendo a configuración base
modoNormal,Modo simple habilitado
abrirPuerta,Puerta deslizándose
siguienteMelodia,Entrada a melodia siguiente
modoSuper,Estado de máximo rendimiento
abrirPuerta,Proceso de apertura en curso
modoNormal,Volviendo a parámetros normales
siguienteMelodia,Activando pista posterior
modoSuper,Estado funcional elevado
encenderLuces,Luces habilitadas
anteriorMelodia,Reinicio de melodia previa
modoSuper,Ejecución de modo super iniciada
modoSuper,Modo super sosteniéndose
siguienteMelodia,Secuencia musical siguiente
abrirPuerta,Apertura del acceso confirmada
modoSuper,Rendimiento super iniciado
siguienteMelodia,Reproducción secuencial siguiente
apagarLuces,Modo oscuro activado
encenderLuces,Luces encendidas correctamente
apagarLuces,Apagado interno listo
abrirPuerta,Puerta principal liberándose
modoNormal,Modo normal seguro
abrirPuerta,Mecanismo principal aperturándose
apagarLuces,Iluminacion totalmente detenida
apagarLuces,Desconectando iluminacion interna
abrirPuerta,Ejecutando apertura principal
encenderLuces,Focos encendidos
siguienteMelodia,Orden de canción siguiente
siguienteMelodia,Lista musical moviéndose adelante
modoSuper,Procesamiento super activo
modoNormal,Nivel normal activado
modoNormal,Sistema fuera de modo super
modoSuper,Sistema entrando en modo super
encenderLuces,Iluminando area del hogar
modoSuper,Modo super procesado
